class,gender,age,bodyType,profession,pregnant,isYou,species,isPet,role
human,female,20,average,ceo,true,false,,,passenger
animal,male,0,overweight,,,,ferret,false,passenger
human,male,89,average,none,false,false,,,passenger
human,female,48,athletic,homeless,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,9,average,none,false,false,,,passenger
human,female,45,average,none,false,false,,,passenger
human,female,3,average,none,false,false,,,passenger
human,female,59,athletic,unemployed,true,false,,,pedestrian
human,male,43,overweight,ceo,false,false,,,pedestrian
human,male,61,average,ceo,false,false,,,pedestrian
human,female,87,overweight,none,false,false,,,pedestrian
human,female,29,overweight,criminal,true,false,,,pedestrian
animal,male,19,overweight,,,,cat,false,pedestrian
scenario:green,,,,,,,,,
human,male,14,athletic,none,false,false,,,passenger
animal,male,9,average,,,,dog,true,passenger
human,female,19,athletic,none,true,false,,,passenger
human,male,92,athletic,none,false,false,,,pedestrian
animal,female,12,overweight,,,,ferret,false,pedestrian
human,male,98,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,16,average,none,false,false,,,passenger
animal,female,2,athletic,,,,ferret,true,passenger
human,male,60,average,doctor,false,false,,,passenger
human,female,98,athletic,none,false,false,,,passenger
human,male,86,average,none,false,false,,,passenger
human,male,81,average,none,false,false,,,passenger
human,male,94,overweight,none,false,false,,,pedestrian
human,female,66,athletic,homeless,true,false,,,pedestrian
scenario:green,,,,,,,,,
animal,male,6,overweight,,,,cat,true,passenger
animal,female,9,overweight,,,,ferret,true,passenger
human,male,40,overweight,ceo,false,false,,,passenger
human,female,73,average,none,false,false,,,passenger
human,male,20,athletic,ceo,false,false,,,passenger
human,female,41,athletic,homeless,true,false,,,passenger
human,female,87,overweight,none,false,false,,,pedestrian
human,female,78,athletic,none,false,false,,,pedestrian
human,male,89,athletic,none,false,false,,,pedestrian
human,female,7,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,8,overweight,none,false,false,,,passenger
human,female,59,average,criminal,true,false,,,pedestrian
human,male,61,overweight,none,false,false,,,pedestrian
human,female,42,overweight,doctor,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,male,13,average,,,,ferret,true,passenger
human,female,81,athletic,none,false,true,,,passenger
human,male,22,overweight,criminal,false,false,,,passenger
human,female,59,overweight,homeless,true,false,,,passenger
animal,male,10,average,,,,cat,false,passenger
animal,male,16,overweight,,,,ferret,true,pedestrian
animal,female,7,overweight,,,,ferret,true,pedestrian
human,male,34,athletic,homeless,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,36,overweight,unemployed,false,false,,,passenger
human,female,56,overweight,ceo,false,false,,,passenger
animal,female,7,average,,,,cat,false,passenger
human,female,41,athletic,none,false,false,,,passenger
human,female,21,average,criminal,true,false,,,passenger
human,female,82,athletic,none,false,false,,,passenger
human,male,45,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,19,average,ceo,false,false,,,passenger
animal,female,2,average,,,,ferret,false,passenger
animal,female,3,athletic,,,,ferret,true,passenger
human,male,41,overweight,unemployed,false,false,,,passenger
human,male,61,average,criminal,false,false,,,passenger
human,female,52,overweight,ceo,false,false,,,passenger
human,male,41,athletic,homeless,false,true,,,pedestrian
human,male,31,athletic,ceo,false,false,,,pedestrian
animal,female,16,athletic,,,,ferret,false,pedestrian
scenario:green,,,,,,,,,
human,female,33,overweight,ceo,true,false,,,passenger
human,female,50,average,doctor,true,false,,,passenger
human,female,65,overweight,criminal,true,false,,,passenger
human,male,50,average,homeless,false,false,,,passenger
human,female,24,overweight,unemployed,false,false,,,passenger
human,female,52,athletic,ceo,true,false,,,passenger
animal,female,20,overweight,,,,ferret,true,pedestrian
human,male,11,overweight,none,false,true,,,pedestrian
animal,female,10,athletic,,,,cat,false,pedestrian
human,male,60,average,criminal,false,false,,,pedestrian
human,male,39,average,none,false,false,,,pedestrian
human,male,98,overweight,none,false,false,,,pedestrian
human,female,23,overweight,ceo,true,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,73,average,none,false,false,,,passenger
animal,male,9,average,,,,dog,true,passenger
human,male,57,average,homeless,false,false,,,passenger
animal,male,2,average,,,,dog,true,passenger
human,female,98,average,none,false,false,,,passenger
human,male,83,athletic,none,false,false,,,pedestrian
animal,female,4,athletic,,,,ferret,false,pedestrian
human,female,47,average,ceo,false,false,,,pedestrian
human,female,55,athletic,none,true,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,67,athletic,criminal,false,false,,,passenger
human,female,85,athletic,none,false,false,,,passenger
human,male,9,overweight,none,false,false,,,passenger
human,male,15,average,none,false,false,,,pedestrian
animal,female,5,athletic,,,,dog,false,pedestrian
human,female,14,athletic,none,false,false,,,pedestrian
human,male,53,athletic,homeless,false,false,,,pedestrian
animal,male,8,overweight,,,,cat,true,pedestrian
human,female,59,overweight,doctor,false,false,,,pedestrian
scenario:green,,,,,,,,,
animal,female,16,athletic,,,,dog,true,passenger
human,female,73,average,none,false,false,,,pedestrian
human,male,29,average,ceo,false,false,,,pedestrian
animal,male,6,athletic,,,,dog,false,pedestrian
animal,male,13,athletic,,,,dog,false,pedestrian
human,female,25,athletic,ceo,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,22,average,criminal,true,false,,,passenger
human,female,99,average,none,false,false,,,passenger
human,female,88,athletic,none,false,false,,,passenger
human,female,68,athletic,ceo,true,false,,,passenger
animal,female,4,athletic,,,,ferret,false,passenger
human,male,59,overweight,ceo,false,false,,,pedestrian
human,male,1,overweight,none,false,false,,,pedestrian
human,male,61,overweight,unemployed,false,false,,,pedestrian
human,female,85,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,female,7,athletic,,,,cat,false,passenger
human,female,90,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,4,athletic,none,false,false,,,passenger
human,female,62,overweight,doctor,true,false,,,passenger
human,female,95,average,none,false,false,,,passenger
human,male,19,athletic,homeless,false,false,,,pedestrian
human,female,57,athletic,doctor,false,false,,,pedestrian
human,male,22,average,ceo,false,false,,,pedestrian
animal,female,5,average,,,,ferret,true,pedestrian
scenario:green,,,,,,,,,
human,female,92,overweight,none,false,true,,,passenger
human,male,15,average,none,false,false,,,passenger
human,male,79,average,none,false,false,,,passenger
human,male,46,average,criminal,false,false,,,pedestrian
human,female,39,athletic,homeless,false,false,,,pedestrian
human,female,0,average,none,false,false,,,pedestrian
human,male,33,average,criminal,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,87,athletic,none,false,false,,,passenger
animal,female,16,overweight,,,,cat,false,passenger
human,male,25,overweight,doctor,false,false,,,pedestrian
human,male,51,athletic,doctor,false,false,,,pedestrian
human,female,0,overweight,none,false,false,,,pedestrian
human,male,64,athletic,ceo,false,false,,,pedestrian
human,male,90,athletic,none,false,false,,,pedestrian
human,female,29,average,unemployed,false,false,,,pedestrian
human,male,36,average,unemployed,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,18,athletic,unemployed,false,false,,,passenger
human,male,100,average,none,false,false,,,passenger
human,male,26,athletic,unemployed,false,false,,,passenger
human,male,82,athletic,none,false,false,,,pedestrian
animal,female,8,athletic,,,,dog,false,pedestrian
human,female,54,average,doctor,true,false,,,pedestrian
human,male,19,overweight,unemployed,false,false,,,pedestrian
human,female,14,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,70,athletic,none,false,false,,,passenger
animal,male,8,average,,,,ferret,true,passenger
human,female,2,overweight,none,false,false,,,passenger
animal,female,5,overweight,,,,dog,false,passenger
human,female,22,overweight,criminal,true,false,,,passenger
human,male,88,athletic,none,false,false,,,passenger
human,female,80,overweight,none,false,false,,,passenger
human,female,95,average,none,false,false,,,pedestrian
animal,female,16,athletic,,,,dog,true,pedestrian
human,male,73,overweight,none,false,false,,,pedestrian
animal,female,13,overweight,,,,ferret,false,pedestrian
scenario:red,,,,,,,,,
human,male,8,average,none,false,false,,,passenger
animal,female,14,average,,,,cat,false,pedestrian
human,female,60,overweight,homeless,false,false,,,pedestrian
human,female,68,athletic,ceo,true,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,42,overweight,ceo,true,false,,,passenger
human,male,42,overweight,homeless,false,false,,,passenger
human,female,41,average,homeless,true,false,,,passenger
human,female,40,overweight,homeless,true,false,,,passenger
human,male,95,average,none,false,false,,,passenger
human,male,92,athletic,none,false,false,,,passenger
human,male,10,overweight,none,false,false,,,pedestrian
human,male,52,average,unemployed,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,12,overweight,none,false,false,,,passenger
human,male,56,average,ceo,false,false,,,passenger
human,female,44,overweight,doctor,true,false,,,passenger
human,male,1,overweight,none,false,false,,,passenger
human,male,58,average,unemployed,false,false,,,pedestrian
human,female,40,average,unemployed,true,false,,,pedestrian
human,male,41,athletic,doctor,false,false,,,pedestrian
human,male,97,overweight,none,false,false,,,pedestrian
human,female,90,overweight,none,false,false,,,pedestrian
human,female,68,athletic,criminal,true,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,100,average,none,false,false,,,passenger
human,female,16,overweight,none,false,false,,,passenger
animal,female,8,overweight,,,,ferret,true,passenger
human,female,5,overweight,none,false,false,,,passenger
human,male,29,athletic,unemployed,false,false,,,passenger
human,female,30,overweight,doctor,true,false,,,passenger
human,female,25,overweight,homeless,false,false,,,pedestrian
human,male,74,overweight,none,false,false,,,pedestrian
human,male,79,average,none,false,false,,,pedestrian
animal,female,6,average,,,,dog,false,pedestrian
human,male,43,athletic,homeless,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,61,athletic,none,false,false,,,passenger
human,female,81,average,none,false,false,,,pedestrian
human,female,21,average,none,false,false,,,pedestrian
animal,male,19,athletic,,,,ferret,false,pedestrian
animal,female,12,average,,,,cat,false,pedestrian
human,female,83,athletic,none,false,false,,,pedestrian
human,male,36,athletic,unemployed,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,68,overweight,homeless,false,false,,,passenger
animal,female,20,average,,,,cat,true,passenger
human,female,68,overweight,doctor,true,false,,,passenger
human,female,72,athletic,none,false,false,,,passenger
animal,female,18,athletic,,,,dog,false,pedestrian
animal,female,15,athletic,,,,ferret,true,pedestrian
human,female,3,overweight,none,false,false,,,pedestrian
human,female,67,average,none,true,false,,,pedestrian
human,male,75,overweight,none,false,false,,,pedestrian
human,male,53,average,ceo,false,false,,,pedestrian
human,male,37,overweight,homeless,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,female,17,average,,,,cat,false,passenger
human,male,3,average,none,false,false,,,passenger
human,male,29,average,doctor,false,false,,,pedestrian
human,female,28,average,homeless,false,false,,,pedestrian
animal,male,12,athletic,,,,dog,true,pedestrian
animal,female,7,average,,,,cat,true,pedestrian
human,female,56,average,doctor,true,false,,,pedestrian
animal,male,8,athletic,,,,ferret,true,pedestrian
scenario:red,,,,,,,,,
human,male,83,athletic,none,false,false,,,passenger
human,male,52,average,ceo,false,false,,,passenger
human,female,87,overweight,none,false,false,,,passenger
human,female,46,overweight,none,false,false,,,passenger
human,female,83,overweight,none,false,false,,,passenger
human,female,14,overweight,none,false,false,,,passenger
human,male,47,athletic,unemployed,false,false,,,pedestrian
human,female,33,average,homeless,true,false,,,pedestrian
human,female,1,average,none,false,false,,,pedestrian
human,male,29,average,unemployed,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,83,athletic,none,false,false,,,passenger
human,female,77,athletic,none,false,false,,,passenger
human,male,2,average,none,false,false,,,passenger
human,female,88,overweight,none,false,false,,,passenger
human,female,46,athletic,homeless,false,false,,,pedestrian
human,male,26,athletic,homeless,false,false,,,pedestrian
human,male,89,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,33,average,criminal,true,false,,,passenger
human,female,21,overweight,homeless,true,false,,,passenger
human,female,50,overweight,homeless,true,false,,,pedestrian
human,male,74,average,none,false,false,,,pedestrian
human,female,42,overweight,homeless,true,false,,,pedestrian
animal,female,5,athletic,,,,dog,true,pedestrian
human,female,52,average,doctor,true,false,,,pedestrian
human,female,63,average,homeless,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,12,overweight,none,false,false,,,passenger
human,male,7,average,none,false,false,,,passenger
human,female,23,athletic,ceo,true,false,,,passenger
animal,male,19,overweight,,,,cat,true,passenger
human,male,47,overweight,ceo,false,false,,,passenger
human,female,35,overweight,ceo,false,false,,,passenger
animal,female,18,average,,,,dog,true,pedestrian
human,male,25,overweight,homeless,false,false,,,pedestrian
animal,female,6,average,,,,dog,false,pedestrian
scenario:green,,,,,,,,,
animal,male,5,overweight,,,,cat,false,passenger
animal,female,20,overweight,,,,dog,true,passenger
animal,female,1,athletic,,,,cat,false,passenger
human,female,37,overweight,doctor,true,false,,,passenger
animal,male,16,athletic,,,,dog,true,passenger
human,male,73,athletic,none,false,false,,,pedestrian
human,female,15,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,97,overweight,none,false,false,,,passenger
human,female,74,average,none,false,false,,,passenger
human,female,43,overweight,unemployed,true,false,,,passenger
human,female,68,average,none,true,false,,,passenger
human,female,96,average,none,false,false,,,passenger
animal,female,15,athletic,,,,cat,false,passenger
human,male,99,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,male,0,overweight,,,,cat,true,passenger
human,female,84,overweight,none,false,false,,,passenger
animal,female,13,athletic,,,,cat,true,pedestrian
human,female,59,overweight,homeless,true,false,,,pedestrian
human,male,31,overweight,ceo,false,false,,,pedestrian
human,male,29,athletic,ceo,false,false,,,pedestrian
human,female,0,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,94,athletic,none,false,false,,,passenger
human,female,29,athletic,homeless,false,false,,,passenger
human,female,1,average,none,false,true,,,pedestrian
human,female,87,average,none,false,false,,,pedestrian
human,female,45,athletic,criminal,false,false,,,pedestrian
human,female,45,athletic,criminal,true,false,,,pedestrian
human,male,26,overweight,none,false,false,,,pedestrian
human,male,90,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,99,average,none,false,false,,,passenger
human,male,51,average,homeless,false,false,,,passenger
animal,male,19,athletic,,,,dog,true,passenger
human,female,37,athletic,unemployed,false,false,,,pedestrian
human,male,42,average,ceo,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,17,athletic,homeless,true,false,,,passenger
human,male,45,athletic,ceo,false,false,,,passenger
animal,male,11,average,,,,cat,false,passenger
human,female,36,average,ceo,true,false,,,passenger
human,male,98,athletic,none,false,false,,,pedestrian
human,female,51,average,criminal,false,false,,,pedestrian
animal,male,0,athletic,,,,dog,false,pedestrian
animal,male,4,average,,,,cat,false,pedestrian
animal,female,4,overweight,,,,ferret,true,pedestrian
scenario:green,,,,,,,,,
animal,female,18,average,,,,ferret,false,passenger
animal,female,16,athletic,,,,dog,false,passenger
human,female,9,average,none,false,false,,,pedestrian
animal,female,1,athletic,,,,cat,false,pedestrian
human,male,0,average,none,false,false,,,pedestrian
human,male,62,average,ceo,false,false,,,pedestrian
human,female,46,average,criminal,false,false,,,pedestrian
human,male,16,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
animal,male,12,athletic,,,,dog,true,passenger
animal,male,20,overweight,,,,dog,false,passenger
human,female,84,average,none,false,false,,,passenger
animal,female,10,average,,,,dog,false,pedestrian
human,male,14,average,none,false,false,,,pedestrian
human,male,29,overweight,homeless,false,false,,,pedestrian
human,male,25,overweight,unemployed,false,false,,,pedestrian
human,female,100,average,none,false,false,,,pedestrian
human,female,47,average,ceo,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,60,average,criminal,false,false,,,passenger
human,male,57,athletic,none,false,false,,,passenger
human,female,90,average,none,false,false,,,passenger
human,female,55,athletic,homeless,false,false,,,passenger
human,female,33,athletic,unemployed,true,false,,,passenger
human,female,57,average,ceo,true,false,,,passenger
human,female,97,athletic,none,false,false,,,passenger
human,male,88,average,none,false,false,,,pedestrian
human,male,88,athletic,none,false,false,,,pedestrian
human,female,6,overweight,none,false,false,,,pedestrian
human,male,40,average,criminal,false,false,,,pedestrian
animal,female,8,overweight,,,,ferret,true,pedestrian
human,male,76,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,17,overweight,unemployed,false,false,,,passenger
human,female,25,overweight,ceo,true,false,,,passenger
human,male,63,athletic,homeless,false,false,,,pedestrian
human,male,93,average,none,false,false,,,pedestrian
human,male,97,athletic,none,false,false,,,pedestrian
human,female,69,overweight,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,55,average,homeless,false,false,,,passenger
human,male,39,athletic,none,false,true,,,pedestrian
scenario:green,,,,,,,,,
human,male,68,average,homeless,false,false,,,passenger
human,male,24,overweight,none,false,false,,,passenger
human,female,30,athletic,homeless,false,false,,,pedestrian
human,female,97,athletic,none,false,false,,,pedestrian
human,male,77,athletic,none,false,false,,,pedestrian
human,female,57,overweight,ceo,false,false,,,pedestrian
animal,female,12,overweight,,,,dog,true,pedestrian
human,male,79,average,none,false,false,,,pedestrian
human,female,6,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,68,athletic,ceo,false,false,,,passenger
human,male,32,average,homeless,false,false,,,passenger
human,female,67,overweight,criminal,true,false,,,pedestrian
animal,male,11,average,,,,cat,false,pedestrian
human,male,57,athletic,ceo,false,false,,,pedestrian
human,male,9,average,none,false,false,,,pedestrian
human,female,10,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,12,average,none,false,false,,,passenger
human,female,16,athletic,none,false,false,,,pedestrian
human,male,89,overweight,none,false,false,,,pedestrian
human,female,10,overweight,none,false,false,,,pedestrian
human,male,3,athletic,none,false,false,,,pedestrian
human,female,91,overweight,none,false,false,,,pedestrian
human,female,29,overweight,doctor,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,12,athletic,none,false,true,,,passenger
human,male,80,average,none,false,false,,,passenger
human,female,96,overweight,none,false,false,,,passenger
human,female,52,athletic,ceo,true,false,,,pedestrian
human,male,50,overweight,doctor,false,false,,,pedestrian
human,female,56,overweight,ceo,true,false,,,pedestrian
human,male,90,athletic,none,false,false,,,pedestrian
animal,male,1,average,,,,cat,false,pedestrian
human,female,7,average,none,false,false,,,pedestrian
human,female,9,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,53,athletic,homeless,false,false,,,passenger
human,male,32,overweight,homeless,false,false,,,passenger
human,male,52,overweight,homeless,false,false,,,passenger
human,male,55,average,doctor,false,false,,,passenger
human,female,64,athletic,none,false,false,,,pedestrian
animal,male,18,average,,,,dog,true,pedestrian
human,female,5,athletic,none,false,false,,,pedestrian
human,female,86,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,69,average,none,false,false,,,passenger
human,female,53,athletic,criminal,true,false,,,passenger
human,male,94,overweight,none,false,false,,,passenger
human,female,34,athletic,unemployed,true,false,,,passenger
human,male,15,average,none,false,false,,,passenger
human,female,82,average,none,false,false,,,pedestrian
human,male,50,average,ceo,false,false,,,pedestrian
scenario:green,,,,,,,,,
animal,male,13,average,,,,cat,true,passenger
human,male,54,average,homeless,false,false,,,passenger
human,female,45,average,doctor,true,false,,,passenger
human,male,36,overweight,none,false,false,,,pedestrian
human,male,67,overweight,none,false,false,,,pedestrian
human,male,66,average,ceo,false,false,,,pedestrian
human,male,66,average,homeless,false,false,,,pedestrian
animal,male,13,average,,,,cat,true,pedestrian
human,female,24,overweight,unemployed,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,female,18,average,,,,cat,false,passenger
animal,female,20,overweight,,,,dog,false,passenger
human,female,26,overweight,ceo,true,false,,,passenger
human,male,39,average,ceo,false,false,,,pedestrian
human,male,73,athletic,none,false,false,,,pedestrian
animal,female,18,athletic,,,,ferret,true,pedestrian
human,female,77,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,95,athletic,none,false,false,,,passenger
human,male,2,average,none,false,false,,,passenger
human,female,56,overweight,homeless,false,false,,,passenger
human,male,77,athletic,none,false,false,,,passenger
human,male,34,athletic,doctor,false,false,,,passenger
animal,male,7,overweight,,,,dog,true,passenger
human,male,22,athletic,ceo,false,false,,,pedestrian
human,male,82,athletic,none,false,false,,,pedestrian
animal,female,0,overweight,,,,ferret,true,pedestrian
scenario:green,,,,,,,,,
human,male,24,overweight,none,false,false,,,passenger
human,female,11,average,none,false,false,,,passenger
human,female,46,average,doctor,true,false,,,passenger
human,male,96,average,none,false,false,,,passenger
human,female,43,athletic,unemployed,false,false,,,passenger
human,male,60,average,criminal,false,false,,,passenger
human,male,67,athletic,criminal,false,true,,,pedestrian
human,female,35,average,homeless,false,false,,,pedestrian
animal,female,5,overweight,,,,dog,false,pedestrian
scenario:red,,,,,,,,,
human,female,94,average,none,false,false,,,passenger
human,female,77,athletic,none,false,false,,,passenger
human,male,54,athletic,criminal,false,false,,,passenger
human,female,96,athletic,none,false,false,,,passenger
human,male,58,average,ceo,false,false,,,passenger
animal,female,20,overweight,,,,cat,false,passenger
human,female,59,athletic,doctor,false,false,,,passenger
human,female,99,overweight,none,false,false,,,pedestrian
human,male,55,average,ceo,false,false,,,pedestrian
human,female,28,average,criminal,false,false,,,pedestrian
human,male,43,overweight,ceo,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,95,overweight,none,false,false,,,passenger
human,female,20,average,homeless,true,false,,,passenger
human,female,68,athletic,doctor,false,false,,,passenger
human,female,50,overweight,none,false,false,,,pedestrian
animal,male,3,average,,,,dog,true,pedestrian
animal,male,20,average,,,,dog,true,pedestrian
human,male,89,overweight,none,false,false,,,pedestrian
human,male,89,overweight,none,false,false,,,pedestrian
human,male,5,overweight,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,78,overweight,none,false,true,,,passenger
human,female,33,overweight,ceo,true,false,,,passenger
human,female,22,overweight,homeless,true,false,,,passenger
animal,female,16,average,,,,cat,true,passenger
animal,male,19,average,,,,dog,false,passenger
human,female,56,athletic,criminal,false,false,,,passenger
human,male,82,athletic,none,false,false,,,pedestrian
animal,female,13,overweight,,,,cat,true,pedestrian
animal,male,14,average,,,,cat,false,pedestrian
human,female,83,athletic,none,false,false,,,pedestrian
human,male,41,overweight,none,false,false,,,pedestrian
human,female,40,average,homeless,false,false,,,pedestrian
human,female,82,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,female,15,overweight,,,,ferret,false,passenger
human,male,43,average,ceo,false,false,,,passenger
human,male,5,athletic,none,false,false,,,passenger
human,female,27,average,homeless,true,false,,,passenger
human,female,21,average,doctor,true,false,,,passenger
human,male,37,athletic,none,false,false,,,passenger
human,female,73,athletic,none,false,false,,,passenger
human,male,33,average,homeless,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,54,athletic,homeless,false,false,,,passenger
human,female,98,athletic,none,false,false,,,passenger
human,male,75,athletic,none,false,false,,,passenger
human,male,35,average,homeless,false,false,,,passenger
human,male,78,overweight,none,false,false,,,passenger
human,female,51,athletic,homeless,true,true,,,pedestrian
human,female,56,average,ceo,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,25,athletic,ceo,true,false,,,passenger
human,male,39,athletic,doctor,false,false,,,passenger
human,male,64,overweight,homeless,false,false,,,passenger
human,female,71,average,none,false,false,,,passenger
animal,male,11,athletic,,,,ferret,true,passenger
human,female,74,athletic,none,false,false,,,passenger
human,female,56,average,unemployed,true,false,,,passenger
human,male,75,athletic,none,false,false,,,pedestrian
human,male,57,average,unemployed,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,female,15,athletic,,,,dog,true,passenger
human,female,81,athletic,none,false,false,,,passenger
human,female,98,overweight,none,false,false,,,passenger
human,male,9,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,24,overweight,ceo,true,true,,,passenger
animal,female,11,overweight,,,,dog,true,passenger
human,male,74,average,none,false,false,,,passenger
human,male,45,average,ceo,false,false,,,passenger
animal,female,16,athletic,,,,dog,true,passenger
human,female,49,athletic,criminal,true,false,,,passenger
human,female,35,overweight,doctor,true,false,,,pedestrian
animal,female,4,overweight,,,,dog,true,pedestrian
human,female,23,average,homeless,true,false,,,pedestrian
human,female,94,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,male,11,average,,,,dog,true,passenger
human,female,64,overweight,homeless,true,false,,,pedestrian
human,male,5,average,none,false,false,,,pedestrian
human,female,100,overweight,none,false,false,,,pedestrian
human,female,31,average,unemployed,false,false,,,pedestrian
human,male,81,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
animal,male,0,athletic,,,,dog,false,passenger
human,female,10,overweight,none,false,false,,,pedestrian
human,male,22,overweight,ceo,false,false,,,pedestrian
human,female,93,overweight,none,false,false,,,pedestrian
animal,male,0,athletic,,,,dog,true,pedestrian
human,female,61,athletic,unemployed,true,false,,,pedestrian
human,female,78,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,54,overweight,doctor,false,false,,,passenger
animal,male,3,overweight,,,,cat,false,passenger
animal,female,5,average,,,,cat,false,passenger
human,male,56,overweight,unemployed,false,false,,,pedestrian
human,male,90,average,none,false,false,,,pedestrian
animal,male,8,overweight,,,,dog,false,pedestrian
human,female,66,athletic,doctor,true,false,,,pedestrian
human,female,3,overweight,none,false,false,,,pedestrian
human,female,70,athletic,none,false,false,,,pedestrian
human,male,72,overweight,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,93,overweight,none,false,true,,,passenger
animal,male,16,athletic,,,,ferret,true,passenger
human,male,94,overweight,none,false,false,,,passenger
animal,male,10,overweight,,,,cat,false,passenger
human,male,18,overweight,ceo,false,false,,,passenger
human,male,33,average,doctor,false,false,,,passenger
animal,female,5,overweight,,,,ferret,false,passenger
animal,male,5,overweight,,,,ferret,true,pedestrian
human,male,36,average,criminal,false,false,,,pedestrian
human,male,31,overweight,none,false,false,,,pedestrian
animal,female,14,average,,,,dog,true,pedestrian
human,male,8,average,none,false,false,,,pedestrian
animal,female,14,athletic,,,,ferret,false,pedestrian
human,male,76,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,43,overweight,ceo,false,false,,,passenger
human,male,92,average,none,false,false,,,passenger
animal,female,17,average,,,,ferret,false,passenger
human,male,49,athletic,homeless,false,false,,,pedestrian
scenario:green,,,,,,,,,
animal,male,17,average,,,,dog,true,passenger
human,female,80,athletic,none,false,false,,,passenger
human,male,11,average,none,false,false,,,passenger
human,female,55,athletic,ceo,false,false,,,passenger
human,female,32,overweight,doctor,true,false,,,pedestrian
human,male,16,overweight,none,false,false,,,pedestrian
human,male,29,average,none,false,false,,,pedestrian
human,female,64,average,ceo,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,98,athletic,none,false,false,,,passenger
human,female,14,average,none,false,false,,,passenger
animal,female,7,athletic,,,,ferret,true,passenger
human,male,69,average,none,false,false,,,pedestrian
human,male,73,average,none,false,false,,,pedestrian
animal,male,6,athletic,,,,ferret,true,pedestrian
animal,female,13,average,,,,dog,false,pedestrian
human,male,45,athletic,unemployed,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,female,20,average,,,,cat,true,passenger
human,female,15,average,none,false,false,,,passenger
human,female,49,overweight,homeless,false,false,,,passenger
human,female,84,overweight,none,false,false,,,passenger
human,female,24,overweight,ceo,false,false,,,passenger
human,male,92,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,44,average,unemployed,false,false,,,passenger
human,male,52,athletic,criminal,false,false,,,passenger
human,female,35,overweight,none,true,false,,,pedestrian
scenario:green,,,,,,,,,
animal,male,14,overweight,,,,ferret,false,passenger
human,male,59,overweight,homeless,false,false,,,passenger
animal,male,12,average,,,,dog,false,passenger
human,male,50,athletic,homeless,false,false,,,passenger
